Brand,Processor,RAM (GB),Storage,GPU,Screen Size (inch),Resolution,Battery Life (hours),Weight (kg),Operating System,Price ($)
Acer,Intel i3,16,1TB HDD,Nvidia RTX 3080,15.6,1920x1080,5.8,3.13,macOS,873.77
Microsoft,Intel i5,32,512GB SSD,Nvidia RTX 3060,13.3,2560x1440,8.5,2.22,Linux,1864.37
Samsung,AMD Ryzen 9,32,1TB HDD,AMD Radeon RX 6600,17.3,2560x1440,9.2,2.25,FreeDOS,2904.29
Samsung,AMD Ryzen 3,8,512GB SSD,AMD Radeon RX 6800,16.0,1920x1080,10.2,1.22,Windows,820.06
Microsoft,AMD Ryzen 7,32,1TB HDD,Nvidia GTX 1650,15.6,2560x1440,6.7,1.64,Windows,2204.49
Microsoft,AMD Ryzen 9,16,1TB SSD,Nvidia RTX 2060,14.0,1920x1080,11.8,2.73,Windows,1921.11
Microsoft,AMD Ryzen 9,4,2TB SSD,Nvidia RTX 3060,15.6,1366x768,11.5,2.08,macOS,1494.52
Lenovo,Intel i7,16,1TB SSD,Nvidia GTX 1650,14.0,2560x1440,9.4,1.24,macOS,1919.85
Lenovo,Intel i5,32,1TB HDD,AMD Radeon RX 6600,17.3,2560x1440,11.4,2.96,macOS,1922.14
Lenovo,AMD Ryzen 9,4,1TB HDD,Nvidia RTX 3080,15.6,1366x768,7.0,2.79,FreeDOS,1108.37
HP,Intel i7,64,1TB SSD,Integrated,16.0,2560x1440,4.1,2.77,macOS,2784.21
Apple,Intel i7,16,1TB HDD,Nvidia RTX 2060,14.0,3840x2160,10.1,2.18,FreeDOS,3000.32
HP,AMD Ryzen 9,32,512GB SSD,AMD Radeon RX 6600,13.3,3840x2160,5.6,2.33,Windows,4230.27
Apple,Intel i7,16,1TB SSD,Integrated,15.6,3840x2160,10.2,2.76,macOS,2584.05
Dell,Intel i5,32,1TB SSD,Integrated,13.3,1920x1080,8.7,1.6,FreeDOS,1081.83
HP,Intel i3,32,1TB SSD,Nvidia RTX 3060,16.0,3840x2160,8.4,2.67,Windows,2454.14
Dell,AMD Ryzen 7,4,512GB SSD,Nvidia RTX 3080,13.3,3840x2160,5.2,1.51,Windows,1769.29
Asus,AMD Ryzen 9,4,1TB SSD,Nvidia RTX 3060,13.3,3840x2160,8.9,2.25,Linux,2376.78
MSI,AMD Ryzen 9,64,1TB HDD,Nvidia RTX 3060,14.0,3840x2160,11.4,3.11,Windows,7116.21
Dell,AMD Ryzen 7,16,1TB HDD,Nvidia RTX 3060,13.3,2560x1440,8.3,1.8,Linux,1594.57
MSI,Intel i9,4,512GB SSD,AMD Radeon RX 6800,17.3,1920x1080,7.8,2.9,Windows,2274.32
Microsoft,Intel i9,4,1TB HDD,Nvidia RTX 2060,14.0,3840x2160,5.3,3.43,Linux,2141.67
Asus,AMD Ryzen 5,16,2TB SSD,Integrated,16.0,1366x768,8.3,3.23,Windows,661.07
HP,AMD Ryzen 5,8,512GB SSD,Nvidia GTX 1650,15.6,1366x768,6.1,3.32,Windows,995.79
Samsung,AMD Ryzen 7,8,1TB SSD,Nvidia GTX 1650,13.3,1920x1080,7.0,3.22,Windows,1161.06
Acer,AMD Ryzen 5,4,1TB HDD,AMD Radeon RX 6800,13.3,1366x768,4.3,1.58,Linux,768.75
Acer,Intel i5,16,512GB SSD,Integrated,14.0,1920x1080,4.4,1.55,FreeDOS,950.47
Dell,Intel i5,64,256GB SSD,Nvidia RTX 3080,16.0,1920x1080,10.6,3.31,Linux,2746.04
HP,Intel i7,8,256GB SSD,Nvidia RTX 3060,13.3,1920x1080,5.2,1.47,Windows,1266.36
Asus,AMD Ryzen 9,16,1TB HDD,AMD Radeon RX 6800,15.6,1920x1080,7.3,1.41,FreeDOS,1729.57
Asus,AMD Ryzen 7,4,256GB SSD,AMD Radeon RX 6800,14.0,1366x768,8.2,2.7,Linux,812.61
Samsung,AMD Ryzen 9,64,2TB SSD,Nvidia GTX 1650,14.0,3840x2160,6.0,3.02,Linux,6597.65
Acer,AMD Ryzen 9,32,256GB SSD,AMD Radeon RX 6800,16.0,3840x2160,7.1,3.2,Linux,4707.09
Razer,AMD Ryzen 3,32,256GB SSD,AMD Radeon RX 6800,17.3,2560x1440,10.7,2.56,Linux,2686.74
Dell,AMD Ryzen 9,8,1TB HDD,Nvidia RTX 3060,17.3,3840x2160,10.9,1.39,Windows,2592.87
HP,Intel i7,8,1TB HDD,Integrated,13.3,1920x1080,6.2,1.54,Windows,686.29
Razer,Intel i7,64,512GB SSD,AMD Radeon RX 6600,16.0,1366x768,5.3,3.13,macOS,3808.72
Lenovo,AMD Ryzen 5,8,2TB SSD,Nvidia RTX 3060,15.6,3840x2160,10.8,1.67,Windows,1934.21
Microsoft,Intel i7,32,256GB SSD,Nvidia GTX 1650,17.3,1920x1080,11.2,1.71,macOS,2198.48
Microsoft,Intel i3,64,2TB SSD,Nvidia RTX 3080,13.3,2560x1440,5.8,1.89,Windows,2613.77
Lenovo,Intel i9,4,256GB SSD,AMD Radeon RX 6600,17.3,1920x1080,11.2,1.3,FreeDOS,1766.4
Asus,Intel i3,32,2TB SSD,Nvidia RTX 3080,14.0,2560x1440,10.4,2.84,FreeDOS,1528.26
MSI,Intel i5,8,2TB SSD,Nvidia RTX 3060,16.0,1920x1080,4.0,1.74,macOS,1571.0
HP,AMD Ryzen 7,4,1TB SSD,Nvidia RTX 3060,14.0,2560x1440,10.7,2.62,Linux,1401.22
HP,AMD Ryzen 9,64,2TB SSD,AMD Radeon RX 6800,17.3,2560x1440,5.5,2.12,FreeDOS,5420.13
Microsoft,Intel i7,4,1TB SSD,Nvidia RTX 3060,15.6,1366x768,5.0,1.44,Linux,1164.81
Acer,AMD Ryzen 5,16,1TB SSD,AMD Radeon RX 6800,16.0,3840x2160,11.7,1.58,Linux,2297.84
HP,AMD Ryzen 3,64,256GB SSD,AMD Radeon RX 6800,15.6,1366x768,8.9,1.26,Linux,1699.96
MSI,AMD Ryzen 3,64,512GB SSD,Nvidia GTX 1650,15.6,1920x1080,4.9,1.36,Linux,2899.27
Apple,Intel i7,64,1TB HDD,Nvidia RTX 3080,17.3,1920x1080,4.0,2.86,macOS,4123.47
Lenovo,AMD Ryzen 9,32,1TB SSD,Integrated,17.3,2560x1440,8.2,2.14,macOS,2359.08
Asus,AMD Ryzen 5,16,512GB SSD,Nvidia RTX 2060,13.3,1366x768,4.6,2.02,Windows,959.53
Apple,AMD Ryzen 3,16,1TB SSD,AMD Radeon RX 6600,16.0,1920x1080,7.6,3.49,macOS,1754.05
Razer,Intel i9,32,2TB SSD,Nvidia RTX 2060,17.3,1366x768,7.9,2.92,FreeDOS,3363.48
Microsoft,Intel i9,32,2TB SSD,Integrated,13.3,1366x768,4.1,1.73,Windows,1368.05
Razer,AMD Ryzen 3,4,2TB SSD,Nvidia RTX 3060,13.3,2560x1440,6.5,3.12,Windows,1182.61
MSI,AMD Ryzen 3,32,1TB SSD,Nvidia GTX 1650,15.6,1920x1080,8.4,1.91,FreeDOS,1998.39
Dell,Intel i3,32,256GB SSD,Integrated,13.3,3840x2160,9.3,3.23,FreeDOS,1385.36
Dell,AMD Ryzen 9,16,1TB HDD,Nvidia GTX 1650,17.3,1366x768,4.4,1.86,Linux,1505.46
Lenovo,AMD Ryzen 7,4,512GB SSD,Integrated,13.3,1366x768,11.1,1.23,macOS,658.68
Dell,AMD Ryzen 7,32,512GB SSD,Nvidia RTX 3060,13.3,3840x2160,7.5,2.42,FreeDOS,3223.12
Lenovo,Intel i3,8,1TB SSD,Nvidia RTX 2060,17.3,2560x1440,8.8,3.2,macOS,1160.75
Razer,AMD Ryzen 5,64,2TB SSD,Nvidia RTX 3060,13.3,1920x1080,4.9,3.32,FreeDOS,3449.89
Razer,AMD Ryzen 5,32,256GB SSD,Nvidia GTX 1650,17.3,1366x768,5.3,3.3,Windows,2164.82
Samsung,AMD Ryzen 3,32,256GB SSD,AMD Radeon RX 6600,17.3,3840x2160,5.7,3.46,macOS,2345.8
Apple,AMD Ryzen 3,4,1TB HDD,AMD Radeon RX 6800,16.0,3840x2160,6.0,2.84,Linux,1684.37
Lenovo,AMD Ryzen 7,16,512GB SSD,AMD Radeon RX 6800,16.0,1920x1080,6.7,2.55,macOS,1602.14
Samsung,AMD Ryzen 3,8,2TB SSD,Integrated,14.0,3840x2160,5.8,1.61,macOS,1074.04
HP,AMD Ryzen 7,32,1TB SSD,Nvidia RTX 2060,17.3,2560x1440,7.8,2.95,Windows,2787.56
Asus,AMD Ryzen 7,64,256GB SSD,Nvidia RTX 2060,13.3,1920x1080,9.9,3.13,Linux,3034.74
Microsoft,Intel i3,32,2TB SSD,Nvidia RTX 2060,14.0,3840x2160,7.4,1.43,Windows,2245.66
Dell,Intel i7,16,1TB SSD,Nvidia RTX 3060,16.0,2560x1440,5.0,1.45,Linux,2194.95
Asus,Intel i3,64,2TB SSD,Nvidia RTX 3060,13.3,1920x1080,10.2,2.31,Windows,2106.28
Lenovo,AMD Ryzen 9,64,1TB SSD,Nvidia RTX 3060,15.6,1366x768,11.8,2.89,macOS,3626.51
MSI,AMD Ryzen 7,32,2TB SSD,Nvidia RTX 3080,16.0,1366x768,5.0,3.41,Linux,2338.41
Samsung,Intel i9,4,512GB SSD,Nvidia RTX 3080,15.6,1366x768,8.0,2.04,Linux,1468.24
Asus,Intel i3,64,1TB HDD,Nvidia RTX 2060,16.0,3840x2160,10.4,3.0,FreeDOS,3044.36
Asus,AMD Ryzen 3,4,2TB SSD,Nvidia GTX 1650,16.0,2560x1440,8.3,1.38,FreeDOS,929.99
MSI,AMD Ryzen 5,32,1TB HDD,Nvidia GTX 1650,17.3,2560x1440,5.2,3.33,Windows,2410.7
Apple,AMD Ryzen 5,8,512GB SSD,Nvidia RTX 3060,17.3,1366x768,11.0,1.63,Linux,1511.73
Razer,Intel i7,4,512GB SSD,Nvidia RTX 3060,16.0,1366x768,8.2,2.02,macOS,1418.91
Razer,Intel i9,32,2TB SSD,Nvidia GTX 1650,17.3,3840x2160,7.0,1.72,Linux,6683.83
Asus,Intel i9,64,1TB HDD,Integrated,17.3,3840x2160,9.9,2.16,FreeDOS,4013.34
Razer,Intel i7,32,256GB SSD,Nvidia RTX 2060,13.3,1366x768,4.9,2.77,Windows,2294.23
HP,Intel i9,64,2TB SSD,Nvidia GTX 1650,14.0,1366x768,9.5,1.94,macOS,3208.11
MSI,Intel i5,16,1TB HDD,AMD Radeon RX 6600,16.0,1920x1080,5.0,3.24,Windows,1465.89
Acer,AMD Ryzen 5,16,256GB SSD,Nvidia RTX 3060,17.3,1920x1080,6.5,1.31,Windows,1331.79
Acer,Intel i9,16,2TB SSD,AMD Radeon RX 6800,13.3,1920x1080,5.9,2.32,Linux,2115.79
Asus,AMD Ryzen 3,4,2TB SSD,Integrated,13.3,1366x768,8.8,2.69,Windows,332.71
Lenovo,Intel i9,8,512GB SSD,AMD Radeon RX 6600,17.3,3840x2160,7.1,3.08,Linux,3103.91
Lenovo,AMD Ryzen 3,8,512GB SSD,Nvidia GTX 1650,16.0,1366x768,10.6,1.39,macOS,870.0
Apple,AMD Ryzen 5,64,1TB SSD,Nvidia GTX 1650,13.3,1920x1080,5.0,1.48,macOS,3658.39
HP,Intel i7,64,1TB SSD,Nvidia RTX 2060,14.0,3840x2160,6.1,3.16,Windows,4846.83
Dell,Intel i3,32,256GB SSD,Nvidia RTX 2060,16.0,2560x1440,11.2,1.67,Linux,1959.64
Microsoft,Intel i7,4,1TB SSD,AMD Radeon RX 6800,15.6,1920x1080,11.1,2.83,Windows,1241.06
Dell,Intel i9,32,2TB SSD,Nvidia GTX 1650,15.6,3840x2160,5.4,2.02,FreeDOS,4825.85
Dell,Intel i5,32,2TB SSD,Nvidia RTX 3060,17.3,3840x2160,6.9,1.31,macOS,2968.74
Apple,AMD Ryzen 9,64,512GB SSD,Nvidia RTX 3060,16.0,1920x1080,11.7,3.1,FreeDOS,6492.51
Dell,Intel i7,64,256GB SSD,Integrated,17.3,1920x1080,5.1,1.74,FreeDOS,2304.44
Samsung,AMD Ryzen 3,4,256GB SSD,Nvidia GTX 1650,15.6,1366x768,10.3,3.03,Linux,773.03
Microsoft,AMD Ryzen 7,4,2TB SSD,Nvidia RTX 3080,15.6,3840x2160,9.5,2.97,macOS,1947.81
Asus,Intel i9,4,512GB SSD,Nvidia RTX 2060,14.0,3840x2160,4.2,1.91,FreeDOS,2424.79
HP,AMD Ryzen 7,16,1TB SSD,Nvidia RTX 3060,14.0,1366x768,4.1,2.59,FreeDOS,1152.91
Samsung,Intel i3,8,256GB SSD,Integrated,14.0,1366x768,6.6,3.13,Linux,601.36
Lenovo,Intel i3,32,1TB HDD,AMD Radeon RX 6800,15.6,2560x1440,8.1,1.81,Linux,1434.57
MSI,Intel i7,32,2TB SSD,Nvidia RTX 3060,16.0,3840x2160,4.5,2.33,FreeDOS,4831.11
MSI,Intel i7,32,1TB HDD,Nvidia GTX 1650,14.0,2560x1440,9.7,1.97,macOS,2680.62
HP,AMD Ryzen 7,16,256GB SSD,AMD Radeon RX 6800,17.3,1366x768,4.1,2.65,Linux,1263.58
Acer,Intel i3,32,512GB SSD,Nvidia RTX 2060,14.0,1920x1080,7.5,3.18,Linux,1468.02
Lenovo,AMD Ryzen 9,32,512GB SSD,AMD Radeon RX 6600,15.6,3840x2160,6.5,2.63,Windows,4880.61
Razer,AMD Ryzen 5,64,1TB HDD,Nvidia GTX 1650,13.3,3840x2160,8.1,2.68,Linux,4679.13
Razer,Intel i7,32,1TB HDD,Nvidia RTX 3060,14.0,1366x768,8.8,3.24,macOS,1854.51
Asus,AMD Ryzen 7,8,256GB SSD,Integrated,15.6,1366x768,9.7,3.28,FreeDOS,810.7
Lenovo,Intel i9,32,256GB SSD,Nvidia RTX 3080,14.0,1920x1080,5.8,2.11,macOS,2707.07
Dell,Intel i9,32,2TB SSD,Nvidia RTX 2060,13.3,3840x2160,11.8,1.27,Windows,4464.63
HP,AMD Ryzen 7,4,512GB SSD,Integrated,14.0,1920x1080,11.8,2.1,Windows,909.45
Samsung,AMD Ryzen 3,8,1TB HDD,Nvidia GTX 1650,15.6,2560x1440,8.5,1.43,Linux,978.18
Samsung,Intel i5,4,2TB SSD,Nvidia RTX 3060,16.0,3840x2160,6.7,2.9,FreeDOS,1504.64
MSI,AMD Ryzen 3,64,512GB SSD,AMD Radeon RX 6600,17.3,2560x1440,4.1,3.42,macOS,3583.1
MSI,AMD Ryzen 5,4,256GB SSD,AMD Radeon RX 6800,17.3,1366x768,6.8,2.78,FreeDOS,1177.45
Dell,AMD Ryzen 5,16,2TB SSD,Nvidia RTX 3060,17.3,3840x2160,6.5,2.07,macOS,2137.22
Microsoft,AMD Ryzen 5,8,2TB SSD,AMD Radeon RX 6600,17.3,3840x2160,10.0,2.18,FreeDOS,1823.16
Razer,AMD Ryzen 3,16,1TB HDD,AMD Radeon RX 6800,13.3,3840x2160,7.0,3.11,Linux,2035.18
HP,AMD Ryzen 9,4,1TB HDD,AMD Radeon RX 6800,14.0,1920x1080,9.6,3.02,FreeDOS,1339.36
Razer,Intel i7,4,512GB SSD,AMD Radeon RX 6800,17.3,1366x768,8.1,3.22,Linux,1546.51
Lenovo,AMD Ryzen 3,32,512GB SSD,Nvidia RTX 2060,17.3,2560x1440,10.8,1.61,FreeDOS,1974.99
Apple,AMD Ryzen 9,4,2TB SSD,AMD Radeon RX 6600,14.0,2560x1440,11.3,1.56,Windows,2678.43
Dell,Intel i9,64,512GB SSD,Nvidia GTX 1650,15.6,1920x1080,9.8,3.19,FreeDOS,4215.64
Dell,Intel i9,16,1TB SSD,AMD Radeon RX 6800,14.0,2560x1440,6.6,1.96,macOS,2415.37
Acer,Intel i7,16,1TB SSD,Nvidia RTX 3080,13.3,1920x1080,6.9,3.14,macOS,1429.0
HP,Intel i7,64,2TB SSD,Nvidia GTX 1650,17.3,2560x1440,11.3,3.35,FreeDOS,4005.81
HP,Intel i9,16,2TB SSD,Integrated,15.6,1920x1080,10.3,3.11,FreeDOS,1400.22
Apple,AMD Ryzen 5,16,1TB HDD,AMD Radeon RX 6800,14.0,2560x1440,5.8,1.8,Linux,1957.47
HP,AMD Ryzen 3,64,1TB SSD,Integrated,17.3,2560x1440,8.6,2.07,Windows,1812.6
HP,Intel i9,64,1TB SSD,Integrated,17.3,3840x2160,7.0,3.08,Linux,4879.98
Dell,Intel i3,8,2TB SSD,Nvidia RTX 3080,15.6,1366x768,10.8,2.88,Windows,694.94
Apple,AMD Ryzen 7,4,1TB HDD,Nvidia GTX 1650,15.6,3840x2160,11.7,3.11,Linux,2512.76
MSI,Intel i5,16,2TB SSD,AMD Radeon RX 6800,13.3,2560x1440,5.0,1.21,FreeDOS,2047.19
Acer,AMD Ryzen 3,16,1TB HDD,Nvidia RTX 3080,15.6,1366x768,6.2,2.54,Linux,830.11
Apple,AMD Ryzen 5,64,1TB SSD,AMD Radeon RX 6600,17.3,1366x768,4.5,3.04,macOS,3296.7
Dell,AMD Ryzen 7,64,1TB SSD,Integrated,16.0,1366x768,10.0,1.79,macOS,1946.4
MSI,AMD Ryzen 3,4,1TB HDD,Nvidia GTX 1650,17.3,2560x1440,6.3,1.31,Windows,1061.12
Apple,Intel i9,16,512GB SSD,AMD Radeon RX 6800,15.6,3840x2160,11.1,3.02,macOS,5301.23
Asus,AMD Ryzen 7,4,2TB SSD,Nvidia RTX 3080,15.6,1366x768,4.6,1.95,FreeDOS,942.76
Microsoft,Intel i5,16,1TB HDD,Nvidia RTX 3080,15.6,1366x768,7.0,1.67,Linux,936.51
Microsoft,Intel i5,8,2TB SSD,Nvidia RTX 2060,17.3,2560x1440,11.1,1.42,FreeDOS,1438.71
MSI,Intel i9,16,1TB SSD,Integrated,17.3,1920x1080,10.5,2.92,Linux,2052.7
Acer,Intel i9,4,1TB HDD,Nvidia RTX 3080,16.0,3840x2160,11.7,3.38,Linux,2184.26
Microsoft,AMD Ryzen 5,16,256GB SSD,Nvidia GTX 1650,15.6,1920x1080,9.7,3.27,FreeDOS,1203.59
Acer,Intel i3,32,1TB HDD,AMD Radeon RX 6800,13.3,1920x1080,5.8,2.82,Linux,1060.47
Dell,Intel i9,32,256GB SSD,Nvidia RTX 3060,16.0,1920x1080,7.3,1.49,macOS,2959.07
Apple,AMD Ryzen 3,4,2TB SSD,AMD Radeon RX 6600,13.3,2560x1440,10.3,2.28,macOS,1457.89
Acer,Intel i5,8,512GB SSD,Integrated,13.3,1366x768,6.9,3.08,Windows,568.36
HP,Intel i9,64,512GB SSD,Nvidia RTX 3080,17.3,1366x768,9.9,3.34,macOS,3564.35
HP,AMD Ryzen 3,4,256GB SSD,Nvidia RTX 3060,15.6,2560x1440,8.6,1.33,FreeDOS,1093.27
Dell,Intel i5,8,2TB SSD,AMD Radeon RX 6600,14.0,2560x1440,11.0,1.82,Windows,1379.17
Asus,AMD Ryzen 5,64,512GB SSD,Integrated,15.6,2560x1440,4.0,3.41,macOS,2266.47
Apple,AMD Ryzen 5,8,256GB SSD,Integrated,15.6,1366x768,4.5,2.72,Windows,1048.56
Asus,Intel i5,16,256GB SSD,Integrated,13.3,2560x1440,11.2,2.56,macOS,1142.05
Microsoft,AMD Ryzen 3,4,1TB SSD,AMD Radeon RX 6800,16.0,2560x1440,10.7,3.17,macOS,1009.28
Asus,AMD Ryzen 9,4,2TB SSD,AMD Radeon RX 6800,17.3,1920x1080,8.8,2.8,Linux,1642.07
Razer,AMD Ryzen 7,16,2TB SSD,Nvidia RTX 2060,17.3,3840x2160,8.7,2.81,macOS,3780.55
Lenovo,Intel i7,4,2TB SSD,AMD Radeon RX 6600,15.6,1920x1080,7.3,2.0,FreeDOS,1307.99
Dell,AMD Ryzen 5,4,2TB SSD,AMD Radeon RX 6800,17.3,1366x768,5.4,3.28,Windows,740.97
Dell,Intel i5,4,1TB HDD,Nvidia GTX 1650,15.6,1366x768,7.4,3.37,macOS,836.58
Acer,Intel i3,64,1TB SSD,Nvidia RTX 3080,13.3,2560x1440,4.5,2.28,Linux,2410.62
HP,AMD Ryzen 7,64,512GB SSD,Nvidia RTX 2060,16.0,3840x2160,10.4,3.36,Linux,5315.4
Acer,AMD Ryzen 7,16,2TB SSD,Integrated,14.0,1920x1080,4.9,1.73,macOS,1145.56
Samsung,AMD Ryzen 3,16,512GB SSD,Integrated,13.3,3840x2160,5.3,2.33,FreeDOS,1081.25
Samsung,AMD Ryzen 9,16,1TB SSD,Nvidia RTX 3080,15.6,1366x768,6.6,1.4,Windows,1760.29
Lenovo,AMD Ryzen 3,32,1TB SSD,Nvidia RTX 2060,13.3,2560x1440,11.1,2.21,Windows,1756.89
Acer,Intel i7,16,1TB HDD,Nvidia RTX 3060,17.3,1366x768,8.1,1.73,Windows,1143.89
Dell,AMD Ryzen 9,8,256GB SSD,Nvidia GTX 1650,17.3,3840x2160,4.1,2.93,macOS,3061.19
Dell,AMD Ryzen 3,64,512GB SSD,Integrated,16.0,2560x1440,9.8,1.58,Linux,1929.53
Lenovo,AMD Ryzen 7,4,1TB SSD,Integrated,15.6,1920x1080,9.1,2.04,macOS,951.16
Apple,AMD Ryzen 7,16,512GB SSD,AMD Radeon RX 6600,17.3,1920x1080,6.9,1.33,FreeDOS,2544.19
Razer,Intel i5,32,2TB SSD,Nvidia GTX 1650,14.0,1920x1080,9.4,2.72,macOS,2275.49
Dell,Intel i3,4,256GB SSD,Nvidia GTX 1650,15.6,1920x1080,11.9,1.85,Linux,845.39
MSI,AMD Ryzen 3,8,256GB SSD,Integrated,16.0,1920x1080,7.4,3.3,Linux,891.36
Asus,AMD Ryzen 3,64,256GB SSD,Nvidia GTX 1650,13.3,1920x1080,5.6,2.82,macOS,1871.17
Microsoft,Intel i5,4,256GB SSD,AMD Radeon RX 6800,13.3,3840x2160,5.8,2.85,Windows,1527.47
HP,AMD Ryzen 7,16,512GB SSD,Nvidia RTX 3080,17.3,3840x2160,11.1,2.89,FreeDOS,2827.69
Acer,Intel i7,64,2TB SSD,Integrated,17.3,1366x768,11.3,3.23,Windows,1897.12
Asus,AMD Ryzen 3,32,256GB SSD,Nvidia RTX 3080,16.0,1366x768,9.3,2.64,Linux,1193.79
Lenovo,Intel i3,4,256GB SSD,Nvidia GTX 1650,13.3,3840x2160,8.0,2.75,Windows,1240.43
HP,Intel i5,4,2TB SSD,Nvidia GTX 1650,17.3,1366x768,11.8,2.11,FreeDOS,956.99
Samsung,Intel i7,64,512GB SSD,Nvidia RTX 2060,13.3,2560x1440,11.6,3.12,macOS,3774.63
Acer,Intel i3,64,512GB SSD,AMD Radeon RX 6800,17.3,3840x2160,5.9,1.95,FreeDOS,3753.66
MSI,AMD Ryzen 5,32,2TB SSD,Integrated,16.0,1366x768,5.3,2.06,Windows,1277.74
Apple,Intel i3,32,512GB SSD,Nvidia RTX 3080,17.3,1366x768,9.7,2.01,Windows,1840.74
Apple,AMD Ryzen 9,32,1TB SSD,AMD Radeon RX 6600,15.6,3840x2160,8.6,3.36,FreeDOS,7187.43
HP,Intel i9,8,1TB SSD,Nvidia GTX 1650,17.3,1920x1080,4.4,2.08,FreeDOS,1826.33
Samsung,AMD Ryzen 3,64,512GB SSD,Integrated,17.3,1920x1080,4.9,2.4,Windows,1469.2
Acer,Intel i3,4,1TB HDD,Nvidia RTX 3080,13.3,2560x1440,5.7,2.51,FreeDOS,802.69
Dell,AMD Ryzen 9,16,1TB SSD,Nvidia RTX 3080,13.3,1366x768,11.5,1.65,macOS,1621.0
Lenovo,Intel i3,8,1TB HDD,Nvidia RTX 3080,13.3,1920x1080,9.6,2.35,Linux,835.49
HP,AMD Ryzen 3,4,1TB HDD,AMD Radeon RX 6800,16.0,1920x1080,5.7,2.79,macOS,722.47
HP,AMD Ryzen 9,16,1TB HDD,Integrated,14.0,1920x1080,11.2,2.06,macOS,1094.13
MSI,AMD Ryzen 3,16,1TB SSD,Nvidia RTX 2060,17.3,2560x1440,10.6,2.45,macOS,1818.39
Samsung,AMD Ryzen 9,4,1TB SSD,Nvidia RTX 2060,15.6,2560x1440,10.6,1.85,Linux,2185.28
HP,Intel i3,8,2TB SSD,AMD Radeon RX 6600,17.3,3840x2160,11.6,1.63,Linux,1496.53
HP,Intel i5,4,512GB SSD,Nvidia RTX 2060,17.3,1366x768,6.3,1.87,macOS,833.62
Acer,Intel i5,16,256GB SSD,Nvidia RTX 3080,17.3,1366x768,6.2,2.82,Linux,1035.3
Samsung,AMD Ryzen 3,8,512GB SSD,Nvidia RTX 3060,15.6,1366x768,10.7,2.66,FreeDOS,685.13
Samsung,AMD Ryzen 5,8,256GB SSD,Nvidia RTX 3060,14.0,1366x768,5.0,1.87,Linux,919.53
Lenovo,AMD Ryzen 7,32,256GB SSD,Integrated,17.3,2560x1440,7.9,2.95,macOS,1773.5
Asus,AMD Ryzen 7,16,256GB SSD,Nvidia RTX 2060,14.0,3840x2160,7.0,2.56,macOS,2582.45
Dell,Intel i7,32,256GB SSD,Integrated,17.3,1920x1080,6.6,2.59,macOS,1580.52
Apple,Intel i7,64,2TB SSD,AMD Radeon RX 6800,13.3,1920x1080,8.0,2.62,Linux,4442.68
Acer,AMD Ryzen 7,32,1TB HDD,AMD Radeon RX 6800,14.0,2560x1440,10.2,3.21,Windows,2096.32
Asus,AMD Ryzen 3,4,1TB HDD,Nvidia RTX 2060,14.0,3840x2160,6.1,3.44,macOS,1086.09
Lenovo,Intel i3,8,1TB SSD,Nvidia RTX 2060,14.0,3840x2160,10.2,1.8,macOS,1295.54
Razer,Intel i9,64,512GB SSD,Nvidia RTX 3060,14.0,2560x1440,10.7,1.94,FreeDOS,6984.42
Apple,Intel i9,64,1TB SSD,AMD Radeon RX 6800,16.0,1366x768,9.0,1.86,Windows,5258.55
MSI,AMD Ryzen 3,4,512GB SSD,Nvidia RTX 2060,14.0,1920x1080,5.5,2.85,macOS,955.96
Acer,AMD Ryzen 3,64,256GB SSD,Nvidia RTX 3080,13.3,3840x2160,6.4,2.38,FreeDOS,3283.23
Apple,Intel i9,16,2TB SSD,Nvidia GTX 1650,14.0,1366x768,5.7,2.46,Windows,2487.71
Acer,AMD Ryzen 5,8,1TB SSD,Integrated,14.0,2560x1440,7.9,1.41,Windows,719.36
Dell,Intel i3,8,2TB SSD,AMD Radeon RX 6800,15.6,3840x2160,8.2,2.7,Windows,1503.8
Microsoft,Intel i7,16,1TB SSD,Nvidia RTX 3060,16.0,1920x1080,9.0,2.26,macOS,1706.73
Apple,AMD Ryzen 7,8,2TB SSD,AMD Radeon RX 6800,15.6,1920x1080,6.1,1.87,macOS,2201.83
Lenovo,Intel i3,32,512GB SSD,Integrated,15.6,1366x768,5.2,3.18,macOS,870.67
HP,AMD Ryzen 7,8,256GB SSD,AMD Radeon RX 6800,13.3,1920x1080,9.4,3.27,Linux,1282.23
Microsoft,AMD Ryzen 9,16,512GB SSD,Nvidia RTX 2060,17.3,1920x1080,8.2,2.95,FreeDOS,2114.96
HP,AMD Ryzen 7,8,512GB SSD,Nvidia RTX 3080,13.3,1920x1080,5.0,1.45,Windows,1233.67
Apple,Intel i3,4,512GB SSD,Nvidia RTX 3060,15.6,2560x1440,6.3,1.87,Windows,1560.61
Lenovo,Intel i5,16,1TB SSD,Nvidia RTX 3080,16.0,1366x768,11.2,2.58,macOS,1025.32
Acer,AMD Ryzen 3,8,256GB SSD,AMD Radeon RX 6600,15.6,1366x768,10.3,3.47,macOS,875.43
HP,AMD Ryzen 7,16,256GB SSD,AMD Radeon RX 6800,16.0,1366x768,7.4,3.31,Linux,1247.45
Razer,Intel i9,4,1TB HDD,Nvidia GTX 1650,13.3,1366x768,6.6,2.2,FreeDOS,1402.57
HP,Intel i9,64,256GB SSD,Integrated,14.0,2560x1440,6.3,3.35,macOS,3318.68
